new,host,a,aaaa,cname,soa,status_code,mx,ns,txt,cdn,cdn-name,caa,has_internal_ips,internal_ips
[x],branded-content.dpgmedia.nl,178.128.243.231,,"dpg-brandedcontent.h5mag.com, ams-6.h5mag.net","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1362.awsdns-42.org, ns-1835.awsdns-37.co.uk, ns-332.awsdns-41.com, ns-694.awsdns-22.net",v=spf1 ip4:85.222.229.53 ip6:2a02:348:b2:e535::1 ip6:2a02:348:7f:c819::1 include:_spf.google.com -all,,,letsencrypt.org,,
[x],brandstories.dpgmedia.nl,"18.66.122.41, 18.66.122.87, 18.66.122.14, 18.66.122.109","2600:9000:2250:6600:d:4f43:7fc0:93a1, 2600:9000:2250:2800:d:4f43:7fc0:93a1, 2600:9000:2250:5c00:d:4f43:7fc0:93a1, 2600:9000:2250:9000:d:4f43:7fc0:93a1, 2600:9000:2250:3000:d:4f43:7fc0:93a1, 2600:9000:2250:1400:d:4f43:7fc0:93a1, 2600:9000:2250:ae00:d:4f43:7fc0:93a1, 2600:9000:2250:2200:d:4f43:7fc0:93a1",d1cfnuxxuah6nz.cloudfront.net,"ns-568.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1831.awsdns-36.co.uk, ns-454.awsdns-56.com, ns-568.awsdns-07.net, ns-1362.awsdns-42.org",,True,cloudfront,,,
[x],campagneplanner.dpgmedia.nl,"108.128.72.146, 54.73.26.109, 54.216.252.255",,"campagneplanner.dpgmedia.nl.brightservice.nl, pacific-cobra-uy9qhct0nfs0vdc1uec3fr55.herokudns.com","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
[x],checkout-frontend-acc.dpgmedia.be,"99.83.132.111, 75.2.104.177",,dpgmedia.be,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,"alt1.aspmx.l.google.com, aspmx2.googlemail.com, alt2.aspmx.l.google.com, aspmx3.googlemail.com, aspmx.l.google.com","ns1-125.akam.net, eur5.akam.net, usc2.akam.net, eur2.akam.net, use2.akam.net, eur6.akam.net, use5.akam.net, ns1-25.akam.net","google-site-verification=qASo4Bx9LlLrTDh7B5XL8o_aT00M_eOs0MhDIT2mT74, _globalsign-domain-verification=jsUoxGxJgR2zsbUGpaocd48FBD80Y9pzv9HIMghiPR, miro-verification=6ab58ecb32755bd8fe2c2255f7fce54a0f770a62, _globalsign-domain-verification=sqjKRl5q4zeixoEvK3_44k-vGqbPTvWptejVujDgRy, amazonses:qL3yA6BzTGGp65hZe+mNC+/qxBNOFm3tcmxxSyFARWI=, google-site-verification=4zudkxX9tGHde8Ls_uxa4fAm5RMEXI3tBNKFrfjIdNo, google-site-verification=ixIn_RADU6Aw6JiLQHjdkrtKOnGepaQ5tA8hfnqN3uE, apple-domain-verification=Ek99ocs5pDm8GLHV, MS=ms81694665, _globalsign-domain-verification=nsqnD7wwhGNdAOhsaYaOrHYUUv235YiSl78GYluXBl, facebook-domain-verification=n9km64hqp5yb0753aznxug3vyzbpp4, v=spf1 ip4:146.185.48.0/21 include:_spf1.dpgmedia.be include:_spf2.dpgmedia.be include:_spf.salesforce.com include:_spf.google.com include:_spf.mailprotect.be ip4:145.60.24.156 ip4:217.21.184.109 -all, pardot643543=e282578cad09df893312cb1dace19255779a369c348c73374cf487f88bf64ffc, atlassian-domain-verification=ssHGvZHDdS5FmfVQpIMaFz7N72WfDW4eBo9yqtYNFjK/GIpJ1yW8IiERm5km/bSj, pardot643543=30c41e2e10b96e40b21204a054b6552ea4c668152296202d721e05fc1426e804",,,,,
[x],cistorebackups.tickets.dpgmedia.be,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,peak.proxy.tickoweb.net,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,,,,
[x],cmp.dpgmedia.be,"143.204.231.112, 143.204.231.48, 143.204.231.17, 143.204.231.82",,cdn-1294.privacy-mgmt.com,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,
[x],cmp.dpgmedia.nl,"18.244.146.126, 18.244.146.69, 18.244.146.68, 18.244.146.107",,cdn-1294.privacy-mgmt.com,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,
[x],communicatie-radio.dpgmedia.be,"75.2.104.177, 99.83.132.111",,dpgmedia.be,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx3.googlemail.com, aspmx2.googlemail.com, aspmx.l.google.com","eur6.akam.net, use2.akam.net, eur5.akam.net, eur2.akam.net, use5.akam.net, ns1-125.akam.net, ns1-25.akam.net, usc2.akam.net",,,,,,
[x],communicatieradio.dpgmedia.be,"172.66.43.104, 172.66.40.152","2606:4700:3108::ac42:2b68, 2606:4700:3108::ac42:2898",customers.prezly.com,"marty.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,True,cloudflare,"sectigo.com, comodoca.com, mailto:admin@prezly.com, pki.goog, letsencrypt.org, amazon.com, entrust.net, globalsign.com, digicert.com",,
[x],companypride.dpgmedia.nl,"104.18.27.189, 104.18.26.189","2606:4700::6812:1bbd, 2606:4700::6812:1abd",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,True,cloudflare,"letsencrypt.org, digicert.com, sectigo.com",,
[x],content.dpgmedia.be,"23.43.58.34, 23.43.58.27","2600:1408:7400::17de:4fd3, 2600:1408:7400::17de:4ff3","dpgmedia-be-wc.edgekey.net, e29602.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],content.dpgmedia.nl,"23.222.79.201, 23.222.79.153","2600:1408:7400::17de:4fc9, 2600:1408:7400::17de:4f99","dpgmedia-nl-wc.edgekey.net, e27429.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],cookinandcraftin.tickets.dpgmedia.be,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,peak.proxy.tickoweb.net,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,,,,
[x],crisis.dpgmedia.be,"18.184.197.212, 52.59.165.42",,cname.short.io,"ns-683.awsdns-21.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"mailto:support@short.io, letsencrypt.org, sectigo.com",,
[x],customerservice.dpgmedia.be,"104.16.53.111, 104.16.51.111",,customerservicedpgmedia.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,mail-pod-17.int.zendesk.com,,"pod=17, v=spf1 include:mail.zendesk.com ~all",True,cloudflare,,,
[x],demo-jezfeestweek.accreditatie.tickets.dpgmedia.be,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,peak.proxy.tickoweb.net,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,,,,
[x],dev-syndication.dpgmedia.be,"99.83.132.111, 75.2.104.177",,dpgmedia.be,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,"alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","use2.akam.net, ns1-125.akam.net, use5.akam.net, ns1-25.akam.net, eur6.akam.net, eur2.akam.net, eur5.akam.net, usc2.akam.net","facebook-domain-verification=n9km64hqp5yb0753aznxug3vyzbpp4, _globalsign-domain-verification=sqjKRl5q4zeixoEvK3_44k-vGqbPTvWptejVujDgRy, MS=ms81694665, google-site-verification=qASo4Bx9LlLrTDh7B5XL8o_aT00M_eOs0MhDIT2mT74, pardot643543=30c41e2e10b96e40b21204a054b6552ea4c668152296202d721e05fc1426e804, v=spf1 ip4:146.185.48.0/21 include:_spf1.dpgmedia.be include:_spf2.dpgmedia.be include:_spf.salesforce.com include:_spf.google.com include:_spf.mailprotect.be ip4:145.60.24.156 ip4:217.21.184.109 -all, _globalsign-domain-verification=nsqnD7wwhGNdAOhsaYaOrHYUUv235YiSl78GYluXBl, google-site-verification=ixIn_RADU6Aw6JiLQHjdkrtKOnGepaQ5tA8hfnqN3uE, atlassian-domain-verification=ssHGvZHDdS5FmfVQpIMaFz7N72WfDW4eBo9yqtYNFjK/GIpJ1yW8IiERm5km/bSj, google-site-verification=4zudkxX9tGHde8Ls_uxa4fAm5RMEXI3tBNKFrfjIdNo, miro-verification=6ab58ecb32755bd8fe2c2255f7fce54a0f770a62, apple-domain-verification=Ek99ocs5pDm8GLHV, _globalsign-domain-verification=jsUoxGxJgR2zsbUGpaocd48FBD80Y9pzv9HIMghiPR, amazonses:qL3yA6BzTGGp65hZe+mNC+/qxBNOFm3tcmxxSyFARWI=, pardot643543=e282578cad09df893312cb1dace19255779a369c348c73374cf487f88bf64ffc",,,,,
[x],dev.pmpportal.dpgmedia.nl,52.58.20.153,,,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,,,,,,,,
[x],dpgmsancert.dpgmedia.be,,,,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,,,,,,,,
[x],dpnupload.dpgmedia.be,"75.2.104.177, 99.83.132.111",,dpgredirects.business-hosting.dpgmedia.cloud,"ns-865.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ebike-non-prod.dpgmedia.be,"104.126.37.33, 104.126.37.25","2a02:26f0:3500:18::1724:a28b, 2a02:26f0:3500:18::1724:a29c","dpgmedia-be-wc.edgekey.net, e29602.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ebike.dpgmedia.be,"104.126.37.33, 104.126.37.25","2a02:26f0:3500:18::1724:a28b, 2a02:26f0:3500:18::1724:a29c","dpgmedia-be-wc.edgekey.net, e29602.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],editie.dpgmedia.nl,"151.101.65.195, 151.101.1.195",,,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,,,,True,fastly,,,
[x],embed.dpgmedia.be,"2.17.100.137, 2.17.100.224","2a02:26f0:ab00::5c7a:d71a, 2a02:26f0:ab00::214:8e50","dpgmedia-be-wc.edgekey.net, e29602.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],epc.dpgmedia.be,"99.83.132.111, 75.2.104.177",,,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,,,,,,,,
[x],facilities.dpgmedia.be,"104.16.51.111, 104.16.53.111, 18.200.91.223, 34.242.250.222, 52.50.71.113",,vmma.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,mail-pod-29.int.zendesk.com,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net","pod=29, v=spf1 include:mail.zendesk.com ~all",True,cloudflare,,,
[x],faspex.dpgmedia.be,"2.16.187.145, 2.16.187.17",,"dpgmedia-be-wc.edgekey.net, e29602.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],folderverspreiding.dpgmedia.nl,"99.83.132.111, 75.2.104.177",,dpgredirects.business-hosting.dpgmedia.cloud,"ns-865.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],formulieren.dpgmedia.nl,"95.101.111.143, 95.101.111.186","2a02:26f0:3500:18::1724:a289, 2a02:26f0:3500:18::1724:a291","dpgmedia-nl-wc.edgekey.net, e27429.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],foto.dpgmedia.be,20.101.172.10,,"dpg.fotoware.cloud, fw-mh-prd-euw-015.fotoware.cloud","ns1-01.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,
[x],freelance.info.dpgmedia.nl,"99.83.132.111, 75.2.104.177",,dpgmedia.nl,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx3.googlemail.com, aspmx.l.google.com, aspmx2.googlemail.coml","use2.akam.net, eur5.akam.net, ns1-125.akam.net, eur6.akam.net, usc2.akam.net, ns1-25.akam.net, eur2.akam.net, use5.akam.net","_globalsign-domain-verification=Oq6NKVBlI5zFkmVbiHpDvh43BHnogvLZ3krBbrIKaP, apple-domain-verification=rhgBCR84l7Uc5cMp, google-site-verification=HCULTGPeBKe3q6PXsdBGZwX_u9vcLA5Ag5MK6S6FFlI, google-site-verification=BS9bRgQCaGMV-qV7KXIW3k9PKEroMT8ZkO9SXCCupe8, miro-verification=6ab58ecb32755bd8fe2c2255f7fce54a0f770a62, MS=ms67078813, globalsign-domain-verification=D8tRjhFB3jo9I1zhzbeimuR1ZZFWeM3TdNy9K1TY8G, atlassian-domain-verification=ssHGvZHDdS5FmfVQpIMaFz7N72WfDW4eBo9yqtYNFjK/GIpJ1yW8IiERm5km/bSj, globalsign-domain-verification=fxO-oZ6xBPNZcHaVlYx6ceobJ6drHbywrgO8594L_X, _globalsign-domain-verification=nsqnD7wwhGNdAOhsaYaOrHYUUv235YiSl78GYluXBl, google-site-verification=L7RecrH5RTtWIgjCAdqoKi8GHMgoCtfPMk1MQ-_A61A, google-site-verification=9BOW7AtoeMAiQCOR3Zsi_u62trb62MCyyPQvoEOLnmg, v=spf1 ip4:146.185.48.0/21 include:_spf.google.com include:et._spf.pardot.com include:_spf.salesforce.com include:spf1.dpgmedia.nl include:spf2.dpgmedia.nl include:mail.zendesk.com -all, pardot396912=d103e8fb586b4ea12a5eef9ab8db50f225ffa9534121042c3c6f19110507cc0d, google-site-verification=OFuT0sku1FNyBn8NGNrWIYeMnBxdj3Cw8RnmPKTF3mg",,,,,
[x],freewheel-jitt.dpgmedia.be,"96.16.54.201, 96.16.54.137","2a02:26f0:d8::1740:c2b, 2a02:26f0:d8::1740:c49","dpgmedia-be-wc.edgekey.net, e29602.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],go.advertising.dpgmedia.be,"52.54.96.194, 3.92.120.28, 3.215.172.219, 18.208.125.13, 34.237.219.119",,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],gubernia.dpgmedia.nl,"75.2.104.177, 99.83.132.111",,dpgmedia.nl,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,"aspmx3.googlemail.com, aspmx2.googlemail.coml, alt1.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com",,"google-site-verification=L7RecrH5RTtWIgjCAdqoKi8GHMgoCtfPMk1MQ-_A61A, google-site-verification=9BOW7AtoeMAiQCOR3Zsi_u62trb62MCyyPQvoEOLnmg, globalsign-domain-verification=D8tRjhFB3jo9I1zhzbeimuR1ZZFWeM3TdNy9K1TY8G, google-site-verification=OFuT0sku1FNyBn8NGNrWIYeMnBxdj3Cw8RnmPKTF3mg, google-site-verification=HCULTGPeBKe3q6PXsdBGZwX_u9vcLA5Ag5MK6S6FFlI, miro-verification=6ab58ecb32755bd8fe2c2255f7fce54a0f770a62, globalsign-domain-verification=fxO-oZ6xBPNZcHaVlYx6ceobJ6drHbywrgO8594L_X, google-site-verification=BS9bRgQCaGMV-qV7KXIW3k9PKEroMT8ZkO9SXCCupe8, _globalsign-domain-verification=Oq6NKVBlI5zFkmVbiHpDvh43BHnogvLZ3krBbrIKaP, v=spf1 ip4:146.185.48.0/21 include:_spf.google.com include:et._spf.pardot.com include:_spf.salesforce.com include:spf1.dpgmedia.nl include:spf2.dpgmedia.nl include:mail.zendesk.com -all, apple-domain-verification=rhgBCR84l7Uc5cMp, MS=ms67078813, atlassian-domain-verification=ssHGvZHDdS5FmfVQpIMaFz7N72WfDW4eBo9yqtYNFjK/GIpJ1yW8IiERm5km/bSj, _globalsign-domain-verification=nsqnD7wwhGNdAOhsaYaOrHYUUv235YiSl78GYluXBl, pardot396912=d103e8fb586b4ea12a5eef9ab8db50f225ffa9534121042c3c6f19110507cc0d",,,,,
[x],h-135-207-246-66.tickets.dpgmedia.be,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,peak.proxy.tickoweb.net,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,,,,
[x],ims1.dpgmedia.be,"23.43.58.11, 23.43.58.58","2600:1408:7400::17de:4fe1, 2600:1408:7400::17de:4fdb","ims.dpp.edgekey.net, e15462.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ims1.dpgmedia.nl,"23.222.79.225, 23.222.79.219","2600:1408:7400::17de:4fdb, 2600:1408:7400::17de:4fe1","ims.dpp.edgekey.net, e15462.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ims2.dpgmedia.be,"2.17.100.249, 2.17.100.203","2a02:26f0:ab00::214:8e71, 2a02:26f0:ab00::214:8e68","ims.dpp.edgekey.net, e15462.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ims2.dpgmedia.nl,"2.17.100.249, 2.17.100.203","2a02:26f0:ab00::214:8e68, 2a02:26f0:ab00::214:8e71","ims.dpp.edgekey.net, e15462.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ims3.dpgmedia.be,"95.101.74.159, 95.101.74.155","2a02:26f0:c900:9::5f65:4a9b, 2a02:26f0:c900:9::5f65:4a9f","ims.dpp.edgekey.net, e15462.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ims3.dpgmedia.nl,"95.101.74.158, 95.101.74.134","2a02:26f0:c900:9::5f65:4a86, 2a02:26f0:c900:9::5f65:4a9e","dpos.dpp.edgekey.net, e15491.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],intranet.dpgmedia.nl,146.185.53.23,,dpp-public-cl21.persgroep-ops.net,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,,,,,,,,
[x],it.dpgmedia.be,"10.222.193.146, 10.222.192.219",,"itblog.spectre.dpgmedia.cloud, internal-front-1755995353.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.222.193.146, 10.222.192.219"
[x],it.dpgmedia.nl,"10.222.192.219, 10.222.193.146",,"itblog.spectre.dpgmedia.cloud, internal-front-1755995353.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.222.192.219, 10.222.193.146"
[x],lef9-4-gre.dpgmedia.nl,,,dpgmedia.nl,,NOERROR,"aspmx2.googlemail.coml, alt1.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx3.googlemail.com","eur2.akam.net, use5.akam.net, eur6.akam.net, use2.akam.net, usc2.akam.net, eur5.akam.net, ns1-25.akam.net, ns1-125.akam.net",,,,,,
[x],login-nonprod.dpgmedia.nl,"95.101.133.32, 80.239.254.3","2001:2030:0:17::5f65:8520, 2001:2030:0:17::50ef:fe03","dpgmedia-nl-wc.edgekey.net, e27429.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],login.dpgmedia.be,"95.101.133.51, 80.239.254.33","2001:2030:0:17::5f65:8533, 2001:2030:0:17::50ef:fe21","dpgmedia-be-wc.edgekey.net, e29602.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],login.dpgmedia.nl,,,"dpgmedia-nl-wc.edgekey.net, e27429.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],login2.dpgmedia.be,"104.126.37.33, 104.126.37.25","2a02:26f0:3500:18::1724:a29c, 2a02:26f0:3500:18::1724:a28b","dpgmedia-be-wc.edgekey.net, e29602.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],login2.dpgmedia.nl,"2.17.100.161, 2.17.100.233","2a02:26f0:ab00::5c7a:d723, 2a02:26f0:ab00::5c7a:d710","dpgmedia-nl-wc.edgekey.net, e27429.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mail1.dpgmedia.be,,,,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,mx-msg.persgroep-ops.net,,"google-site-verification=vCWItdSq7R7pUVK7D-ohLTiX1VeL6DrtvUSTjrX3Tq0, google-site-verification=vcVWErcxZ15UzcfL1fe50ZQHf2q_MVIYulIZv7_07Us, v=spf1 include:spf.persgroep-ops.net ~all",,,,,
[x],mail2.dpgmedia.be,,,,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,mx-msg.persgroep-ops.net,,"v=spf1 mx include:spf.persgroep-ops.net ~all, google-site-verification=nral4YH3ZvtnvvRkVgOIxRISpIE_ZAFDA2ywOVntabk",,,,,
[x],mail3.dpgmedia.be,,,,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,mx-msg.persgroep-ops.net,,"v=spf1 mx include:spf.persgroep-ops.net ~all, google-site-verification=lX9B6RMkT28OALN1fOIbm65J51eimVr-sb-iiJrRuMs",,,,,
[x],materiaalportaal.dpgmedia.nl,83.96.170.83,,,"ns1-25.akam.net, hostmaster.persgroep.be",NOERROR,,,"v=spf1 include:spf.sendinblue.com -all, Sendinblue-code:533768a5405fa9595942426d9920f9d3",,,,,
[x],mediaplanner.dpgmedia.nl,"75.2.104.177, 99.83.132.111",,dpgredirects.business-hosting.dpgmedia.cloud,"ns-865.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mijnacademy.dpgmedia.be,"99.83.132.111, 75.2.104.177",,dpgredirects.business-hosting.dpgmedia.cloud,"ns-865.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
